ISIN,Company_Name,BSE_Symbol,NSE_Symbol,Security Code,Face_Value,ON_BSE,ON_NSE
INE393H01016,Skybiotech Healthcare Ltd,SKYBIOTECH,N/A,512036.0,10.0,1,0
INE393P01035,Prataap Snacks Limited,DIAMONDYD,DIAMONDYD,540724.0,5.0,1,1
INE394C01023,Landmarc Leisure Corporation Ltd,LANDMARC,N/A,532275.0,1.0,1,0
INE395A01016,BSEL Algo Ltd,BSELALGO,N/A,532123.0,10.0,1,0
INE395E01018,Ken Financial Services Ltd,KENFIN,N/A,530547.0,10.0,1,0
INE395F01023,Stellant Securities (India) Ltd,STELLANT,N/A,526071.0,10.0,1,0
INE395H01011,Steel City Securities Limited,N/A,STEELCITY,N/A,10.0,0,1
INE395N01027,TVS Supply Chain Solutions Limited,TVSSCS,TVSSCS,543965.0,1.0,1,1
INE395U01014,NINtec Systems Limited,NINSYS,NINSYS,539843.0,10.0,1,1
INE396C01010,Neil Industries Ltd,NEIL,N/A,539016.0,10.0,1,0
INE396H01019,Checkpoint Trends Ltd,CHECKPOINT,N/A,531099.0,10.0,1,0
INE397C01026,Shree Securities Ltd,SHREESEC,N/A,538975.0,1.0,1,0
INE397D01024,Bharti Airtel Limited,BHARTIARTL,BHARTIARTL,532454.0,5.0,1,1
INE397G01019,Duke Offshore Ltd,DUKEOFS,N/A,531471.0,10.0,1,0
INE397H01017,Lokesh Machines Limited,LOKESHMACH,LOKESHMACH,532740.0,10.0,1,1
INE398A01010,Venky's (India) Limited,VENKEYS,VENKEYS,523261.0,10.0,1,1
INE398B01018,UMIYA BUILDCON LIMITED,UMIYA-MRO,UMIYA-MRO,532376.0,5.0,1,1
INE398C01016,The Phosphate Company Ltd,PHOSPHATE,N/A,542123.0,10.0,1,0
INE398F01019,Sterling Green Woods Ltd,STRGRENWO,N/A,526500.0,10.0,1,0
INE398H01015,Trustedge Capital Ltd,TRUSTEDGE,N/A,532056.0,10.0,1,0
INE398L01017,Kanco Tea & Industries Ltd,KANCOTEA,N/A,541005.0,10.0,1,0
INE398R01022,Syngene International Limited,SYNGENE,SYNGENE,539268.0,10.0,1,1
INE399C01030,Suprajit Engineering Limited,SUPRAJIT,SUPRAJIT,532509.0,1.0,1,1
INE399G01023,Ramkrishna Forgings Limited,RKFORGE,RKFORGE,532527.0,2.0,1,1
INE399K01017,RattanIndia Power Limited,RTNPOWER,RTNPOWER,533122.0,10.0,1,1
INE399L01023,Adani Total Gas Limited,ATGL,ATGL,542066.0,1.0,1,1
INE399S01010,Franklin Leasing and Finance Ltd,FRANKLIN,N/A,539839.0,10.0,1,0
INE400A01014,Tuticorin Alkali Chemicals And Fertilizers Ltd,TUTIALKA,N/A,506808.0,10.0,1,0
INE400B01020,Virgo Global Ltd,VIRGOGLOB,N/A,532354.0,4.0,1,0
INE400G01011,Hariyana Ship Breakers Ltd,HRYNSHP,N/A,526931.0,10.0,1,0
INE400N01017,Shree Ganesh Elastoplast Ltd,SHGANEL,N/A,530797.0,10.0,1,0
INE400R01018,Sabrimala Industries India Ltd,SIIL,N/A,540132.0,10.0,1,0
INE401B01010,Response Informatics Ltd,RESPONSINF,N/A,538273.0,10.0,1,0
INE401C01018,Mid India Industries Ltd,MIDINDIA,N/A,500277.0,10.0,1,0
INE401H01017,Kewal Kiran Clothing Limited,KKCL,KKCL,532732.0,10.0,1,1
INE401Q01018,JLA Infraville Shoppers Ltd,JSHL,N/A,538765.0,10.0,1,0
INE401Z01019,Fratelli Vineyards Ltd,FRATELLI,N/A,541741.0,10.0,1,0
INE402H01015,Shri Bajrang Alliance Ltd,SHBAJRG,N/A,526981.0,10.0,1,0
INE402Y01028,Shreeji Translogistics Ltd,STL,N/A,540738.0,2.0,1,0
INE403B01016,Galaxy Supermarket Ltd,GSLTD,N/A,506186.0,10.0,1,0
INE403C01014,International Combustion India Ltd,INTLCOMBQ,N/A,505737.0,10.0,1,0
INE403F01017,Thakkers Developers Ltd,THAKDEV,N/A,526654.0,10.0,1,0
INE403L01015,Sidh Automobiles Ltd,SIDH,N/A,539983.0,10.0,1,0
INE403Y01018,Innovana Thinklabs Limited,INNOVANA,INNOVANA,544302.0,10.0,1,1
INE404A01024,Aditya Birla Sun Life AMC Limited,ABSLAMC,ABSLAMC,543374.0,5.0,1,1
INE404B01022,Last Mile Enterprises Ltd,LASTMILE,N/A,526961.0,1.0,1,0
INE404F01031,TTI Enterprise Ltd,TTIENT,N/A,538597.0,10.0,1,0
INE404L01039,Esaar India Ltd,ESARIND,N/A,531502.0,10.0,1,0
INE404N01019,SV Trading & Agencies Ltd,ZSVTRADI,N/A,503622.0,10.0,1,0
INE405A01021,Ultramarine & Pigments Ltd,ULTRAMAR,N/A,506685.0,2.0,1,0
INE405C01035,Lincoln Pharmaceuticals Limited,LINCOLN,LINCOLN,531633.0,10.0,1,1
INE405E01023,UNO Minda Limited,UNOMINDA,UNOMINDA,532539.0,2.0,1,1
INE405H01018,Centenial Surgical Suture Ltd,CSURGSU,N/A,531380.0,10.0,1,0
INE406A01037,Aurobindo Pharma Limited,AUROPHARMA,AUROPHARMA,524804.0,1.0,1,1
INE406F01010,Vasundhara Rasayans Ltd,VRL,N/A,538634.0,10.0,1,0
INE406M01024,Eris Lifesciences Limited,ERIS,ERIS,540596.0,1.0,1,1
INE406N01014,Svaraj Trading & Agencies Ltd,ZSVARAJT,N/A,503624.0,10.0,1,0
INE407E01029,Monind Ltd,MONIND,N/A,532078.0,10.0,1,0
INE407F01018,Easy Fincorp Ltd,EASYFIN,N/A,511074.0,10.0,1,0
INE407P01017,Indo Cotspin Ltd,ICL,N/A,538838.0,10.0,1,0
INE408F01024,Shantai Industries Ltd,SHANTAI,N/A,512297.0,2.0,1,0
INE409B01013,Swelect Energy Systems Limited,SWELECTES,SWELECTES,532051.0,10.0,1,1
INE410A01013,Solitaire Machine Tools Ltd,SOLIMAC,N/A,522152.0,10.0,1,0
INE410B01037,Vinati Organics Limited,VINATIORGA,VINATIORGA,524200.0,1.0,1,1
INE410D01017,Ramgopal Polytex Ltd,RAMGOPOLY,N/A,514223.0,10.0,1,0
INE410E01015,Munoth Communication Ltd,MCLTD,N/A,511401.0,10.0,1,0
INE410G01010,Divyashakti Ltd,DIVSHKT,N/A,526315.0,10.0,1,0
INE410M01018,Southern Latex Ltd,SOUTLAT,N/A,514454.0,10.0,1,0
INE410P01011,Narayana Hrudayalaya Ltd.,NH,NH,539551.0,10.0,1,1
INE411B01019,Venus Remedies Limited,VENUSREM,VENUSREM,526953.0,10.0,1,1
INE411D01023,SKM Egg Products Export (India) Limited,SKMEGGPROD,SKMEGGPROD,532143.0,5.0,1,1
INE411F01010,Kama Holdings Ltd,KAMAHOLD,N/A,532468.0,10.0,1,0
INE411H01032,R Systems International Limited,RSYSTEMS,RSYSTEMS,532735.0,1.0,1,1
INE411U01027,Bajaj Healthcare Limited,BAJAJHCARE,BAJAJHCARE,539872.0,5.0,1,1
INE412C01023,Jullundur Motor Agency (Delhi) Limited,N/A,JMA,N/A,2.0,0,1
INE412D01013,Apollo Finvest India Ltd,APOLLOFI,N/A,512437.0,10.0,1,0
INE412E01011,Organic Coatings Ltd,ORGCOAT,N/A,531157.0,10.0,1,0
INE412G01024,Bcl Industries Limited,BCLIND,BCLIND,524332.0,1.0,1,1
INE412J01010,Samrat Forgings Ltd,SAMRATFORG,N/A,543229.0,10.0,1,0
INE412U01025,Bigbloc Construction Limited,BIGBLOC,BIGBLOC,540061.0,2.0,1,1
INE413B01023,Ruchi Infrastructure Limited,RUCHINFRA,RUCHINFRA,509020.0,1.0,1,1
INE413C01013,Shelter Infra Projects Ltd,SIPL,N/A,526839.0,10.0,1,0
INE413D01011,Arihant Foundations & Housing Ltd,ARIHANT,N/A,531381.0,10.0,1,0
INE413F01016,Dhanashree Electronics Ltd,DEL,N/A,542679.0,10.0,1,0
INE413G01022,TPL Plastech Limited,TPLPLASTEH,TPLPLASTEH,526582.0,2.0,1,1
INE413X01035,7NR Retail Ltd,7NR,N/A,540615.0,10.0,1,0
INE414A01015,Madras Fertilizers Limited,MADRASFERT,MADRASFERT,590134.0,10.0,1,1
INE414B01021,Antarctica Limited,N/A,ANTGRAPHIC,N/A,1.0,0,1
INE414C01045,Greencrest Financial Services Ltd,GREENCREST,N/A,531737.0,1.0,1,0
INE414D01027,Bhagiradha Chemicals & Industries Limited,BHAGCHEM,BHAGCHEM,531719.0,1.0,1,1
INE414G01012,Muthoot Finance Limited,MUTHOOTFIN,MUTHOOTFIN,533398.0,10.0,1,1
INE414Y01015,Shree Ganesh Remedies Ltd,SGRL,N/A,540737.0,10.0,1,0
INE415A01038,AGI Greenpac Limited,AGI,AGI,500187.0,2.0,1,1
INE415B01044,Marsons Limited,MARSONS,MARSONS,517467.0,1.0,1,1
INE415D01024,Bharat Seats Limited,BHARATSE,BHARATSE,523229.0,2.0,1,1
INE415G01027,Rail Vikas Nigam Limited,RVNL,RVNL,542649.0,10.0,1,1
INE415H01017,Beryl Drugs Ltd,BERLDRG,N/A,524606.0,10.0,1,0
INE415I01015,Kiri Industries Limited,KIRIINDUS,KIRIINDUS,532967.0,10.0,1,1
INE416A01051,Aqylon Nexus Limited,AQYLON,AQYLON,530943.0,1.0,1,1
INE416D01022,Bliss GVS Pharma Limited,BLISSGVS,BLISSGVS,506197.0,1.0,1,1
INE416N01013,Nilachal Refractories Ltd,NILACHAL,N/A,502294.0,10.0,1,0
INE416X01012,White Hall Commercial Company Ltd,WHITHAL,N/A,512431.0,10.0,1,0
INE417B01040,Dynacons Systems & Solutions Limited,DSSL,DSSL,532365.0,10.0,1,1
INE417C01014,Pilani Investment and Industries Corporation Limited,PILANIINVS,PILANIINVS,539883.0,10.0,1,1
INE417D01020,Fedders Holding Ltd,FEDDERSHOL,N/A,511628.0,1.0,1,0
INE417E01010,Pee Cee Cosma Sope Ltd,PCCOSMA,N/A,524136.0,10.0,1,0
INE417F01017,SI Capital & Financial Services Ltd,SICAPIT,N/A,530907.0,10.0,1,0
INE417N01011,Chambal Breweries & Distilleries Ltd,CHMBBRW,N/A,512301.0,10.0,1,0
INE417T01026,PB Fintech Limited,POLICYBZR,POLICYBZR,543390.0,2.0,1,1
INE418B01048,Vaarad Ventures Ltd,VAARAD,N/A,532320.0,1.0,1,0
INE418C01012,Quest Capital Markets Ltd,QUESTCAP,N/A,500069.0,10.0,1,0
INE418D01010,Ceenik Exports India Ltd,CEENIK,N/A,531119.0,10.0,1,0
INE418E01018,Permanent Magnets Ltd,PERMAGN,N/A,504132.0,10.0,1,0
INE418H01029,Allcargo Logistics Limited,ALLCARGO,ALLCARGO,532749.0,2.0,1,1
INE418K01015,Shree Rajiv Lochan Oil Extraction Ltd,SHRAJOI,N/A,530295.0,10.0,1,0
INE418L01047,Nazara Technologies Limited,NAZARA,NAZARA,543280.0,2.0,1,1
INE418N01035,Integra Essentia Limited,ESSENTIA,ESSENTIA,535958.0,1.0,1,1
INE419A01022,Kothari Sugars And Chemicals Limited,N/A,KOTARISUG,N/A,10.0,0,1
INE419D01026,Chaman Lal Setia Exports Limited,CLSEL,CLSEL,530307.0,2.0,1,1
INE419E01024,Prime Urban Development India Ltd,PRIMEURB,N/A,521149.0,2.0,1,0
INE419H01019,Reliable Ventures India Ltd,RELIABVEN,N/A,532124.0,10.0,1,0
INE419M01027,TD Power Systems Limited,TDPOWERSYS,TDPOWERSYS,533553.0,2.0,1,1
INE419U01012,Happiest Minds Technologies Limited,HAPPSTMNDS,HAPPSTMNDS,543227.0,2.0,1,1
INE420B01036,Arihant Capital Markets Limited,ARIHANTCAP,ARIHANTCAP,511605.0,1.0,1,1
INE420C01059,Paisalo Digital Limited,PAISALO,PAISALO,532900.0,1.0,1,1
INE421C01016,TVS Srichakra Limited,TVSSRICHAK,TVSSRICHAK,509243.0,10.0,1,1
INE421D01022,CCL Products (India) Limited,CCL,CCL,519600.0,2.0,1,1
INE422D01012,Dalal Street Investments Ltd,DSINVEST,N/A,501148.0,10.0,1,0
INE422G01015,Hemo Organic Ltd,HEMORGANIC,N/A,524590.0,10.0,1,0
INE423A01024,Adani Enterprises Limited,ADANIENT,ADANIENT,512599.0,1.0,1,1
INE423D01010,Ecoplast Ltd,ECOPLAST,N/A,526703.0,10.0,1,0
INE423K01015,Continental Chemicals Ltd,CONTCHM,N/A,506935.0,10.0,1,0
INE423Y01016,SBFC Finance Limited,SBFC,SBFC,543959.0,10.0,1,1
INE424C01010,Ginni Filaments Limited,GINNIFILA,GINNIFILA,590025.0,10.0,1,1
INE424H01027,Sun TV Network Limited,SUNTV,SUNTV,532733.0,5.0,1,1
INE424Z01011,Milestone Furniture Ltd,MILEFUR,N/A,541337.0,10.0,1,0
INE425B01027,Brightcom Group Limited,BCG,BCG,532368.0,2.0,1,1
INE425C01017,SRU Steels Ltd,SRUSTEELS,N/A,540914.0,10.0,1,0
INE425D01015,Futuristic Securities Ltd,FUTURSEC,N/A,523113.0,10.0,1,0
INE425E01013,Rama Paper Mills Ltd,RAMAPPR-B,N/A,500357.0,10.0,1,0
INE425F01028,Befound Movement Ltd,BEFOUNDMOL,N/A,511585.0,1.0,1,0
INE425H01016,Nibe Ordnance and Maritime Ltd,NIBEORD,N/A,512091.0,10.0,1,0
INE425Y01011,RPSG VENTURES LIMITED,RPSGVENT,RPSGVENT,542333.0,10.0,1,1
INE426A01027,Alembic Limited,ALEMBICLTD,ALEMBICLTD,506235.0,2.0,1,1
INE426D01013,Goa Carbon Limited,GOACARBON,GOACARBON,509567.0,10.0,1,1
INE426H01014,Prerna Infrabuild Ltd,PRERINFRA,N/A,531802.0,10.0,1,0
INE426Z01016,Orissa Bengal Carrier Limited,OBCL,OBCL,541206.0,10.0,1,1
INE427C01021,Vista Pharmaceuticals Ltd,VISTAPH,N/A,524711.0,2.0,1,0
INE427D01011,Golechha Global Finance Ltd,GOLECHA,N/A,531360.0,10.0,1,0
INE427E01027,Ravileela Granites Ltd,RALEGRA,N/A,526095.0,10.0,1,0
INE427F01016,Chalet Hotels Limited,CHALET,CHALET,542399.0,10.0,1,1
INE427T01025,Vantage Knowledge Academy Ltd,VKAL,N/A,539761.0,1.0,1,0
INE427V01013,Aditya Consumer Marketing Ltd,ACML,N/A,540146.0,10.0,1,0
INE428B01021,PVV Infra Ltd,PVVINFRA,N/A,536659.0,5.0,1,0
INE428D01019,Hindustan Tin Works Ltd,HINDTIN,N/A,530315.0,10.0,1,0
INE428P01013,Prabhhans Industries Ltd,PRABHHANS,N/A,530361.0,10.0,1,0
INE428Q01011,Suryoday Small Finance Bank Limited,SURYODAY,SURYODAY,543279.0,10.0,1,1
INE428V01029,Nephrocare Health Services Limited,NEPHROPLUS,NEPHROPLUS,544647.0,2.0,1,1
INE429B01011,Yogi Sungwon (India) Ltd,YOGISUNG,N/A,522209.0,10.0,1,0
INE429D01017,India Cements Capital Ltd,INDCEMCAP,N/A,511355.0,10.0,1,0
INE429E01023,Safari Industries (India) Limited,SAFARI,SAFARI,523025.0,2.0,1,1
INE429I01024,Consolidated Construction Consortium Limited,CCCL,CCCL,532902.0,2.0,1,1
INE429K01012,Premier Energy and Infrastructure Ltd,PEIL,N/A,533100.0,10.0,1,0
INE429Q01019,Prism Finance Ltd,PRISMFN,N/A,531735.0,10.0,1,0
INE429R01017,Shivkamal Impex Ltd,SHIVKAMAL,N/A,539683.0,10.0,1,0
INE430F01010,Kuwer Industries Ltd,KUWERIN,N/A,530421.0,10.0,1,0
INE430N01022,Vishwaraj Sugar Industries Limited,VISHWARAJ,VISHWARAJ,542852.0,2.0,1,1
INE430R01023,Aayush Wellness Ltd,AAYUSH,N/A,539528.0,1.0,1,0
INE431F01018,The Peria Karamalai Tea & Produce Company Limited,N/A,PKTEA,N/A,10.0,0,1
INE432A01017,Ambalal Sarabhai Enterprises Ltd,AMBALALSA,N/A,500009.0,10.0,1,0
INE432F01032,Eraaya Lifespaces Ltd,EBIX,N/A,531035.0,1.0,1,0
INE432N01010,Bhudevi Infra Projects Ltd,BHUDEVI,N/A,526488.0,10.0,1,0
INE433G01020,Sacheta Metals Ltd,SACHEMT,N/A,531869.0,2.0,1,0
INE434B01029,WEP Solutions Ltd,WEPSOLN,N/A,532373.0,10.0,1,0
INE434C01027,KIC Metaliks Ltd,KAJARIR,N/A,513693.0,2.0,1,0
INE435A01051,ANDHRA PAPER LIMITED,ANDHRAPAP,ANDHRAPAP,502330.0,2.0,1,1
INE435C01024,Texmaco Infrastructure & Holdings Limited,TEXINFRA,TEXINFRA,505400.0,1.0,1,1
INE435D01014,Mac Charles India Ltd,MCCHRLS-B,N/A,507836.0,10.0,1,0
INE435E01020,Shalimar Productions Ltd,SHALPRO,N/A,512499.0,1.0,1,0
INE435G01025,Dhanuka Agritech Limited,DHANUKA,DHANUKA,507717.0,2.0,1,1
INE436A01026,Ansal Properties & Infrastructure Limited,ANSALAPI,ANSALAPI,500013.0,5.0,1,1
INE436C01014,Bhilwara Spinners Ltd,BHILSPIN,N/A,514272.0,10.0,1,0
INE436N01029,Advance Metering Technology Ltd,AMTL,N/A,534612.0,5.0,1,0
INE436U01016,Twin Roses Trades & Agencies Ltd,TWIROST,N/A,512117.0,10.0,1,0
INE437A01024,Apollo Hospitals Enterprise Limited,APOLLOHOSP,APOLLOHOSP,508869.0,5.0,1,1
INE437B01014,Kakatiya Cement Sugar & Industries Limited,KAKATCEM,KAKATCEM,500234.0,10.0,1,1
INE437C01012,Incap Ltd,INCAP,N/A,517370.0,10.0,1,0
INE437D01010,Magna Electro Castings Ltd,MAGNAELQ,N/A,517449.0,10.0,1,0
INE438A01022,Apollo Tyres Limited,APOLLOTYRE,APOLLOTYRE,500877.0,1.0,1,1
INE438C01010,Pro Clb Global Ltd,PROCLB,N/A,540703.0,10.0,1,0
INE438E01032,Sika Interplant Systems Ltd,SIKA,N/A,523606.0,2.0,1,0
INE438K01021,Sai Silks (Kalamandir) Limited,KALAMANDIR,KALAMANDIR,543989.0,2.0,1,1
INE439A01020,Asahi India Glass Limited,ASAHIINDIA,ASAHIINDIA,515030.0,1.0,1,1
INE439E01022,Skipper Limited,SKIPPER,SKIPPER,538562.0,1.0,1,1
INE439G01019,Enterprise International Ltd,ENTRINT,N/A,526574.0,10.0,1,0
INE439N01031,Blue Pearl Agriventures Ltd,BPAGRI,N/A,514440.0,1.0,1,0
INE439T01012,Nitiraj Engineers Limited,N/A,NITIRAJ,N/A,10.0,0,1
INE440A01010,Ashima Limited,ASHIMASYN,ASHIMASYN,514286.0,10.0,1,1
INE440C01016,Saboo Sodium Chloro Ltd,SABOOSOD,N/A,530461.0,10.0,1,0
INE440E01012,SMC Credits Ltd,SMCREDT,N/A,532138.0,10.0,1,0
INE440G01017,Triton Valves Ltd,TRITONV,N/A,505978.0,10.0,1,0
INE440L01017,Tijaria Polypipes Limited,TIJARIA,TIJARIA,533629.0,10.0,1,1
INE440T01028,Shanti Educational Initiatives Ltd,SEIL,N/A,539921.0,1.0,1,0
INE441C01014,Sibar Auto Parts Ltd,SIBARAUT,N/A,520141.0,10.0,1,0
INE441L01015,Stanrose Mafatlal Investments & Finance Ltd,STANROS,N/A,506105.0,10.0,1,0
INE442D01010,Medi Caps Ltd,MEDICAPQ,N/A,523144.0,10.0,1,0
INE442H01029,Ashoka Buildcon Limited,ASHOKA,ASHOKA,533271.0,5.0,1,1
INE442P01014,Suyog Telematics Limited,SUYOG,SUYOG,537259.0,10.0,1,1
INE442U01014,Varun Mercantile Ltd,VARUNME,N/A,512511.0,10.0,1,0
INE442V01012,Prime Fresh Ltd,PRIMEFRESH,N/A,540404.0,10.0,1,0
INE443A01030,ASI Industries Ltd,ASIIL,N/A,502015.0,1.0,1,0
INE443B01012,Tyche Industries Ltd,TYCHE,N/A,532384.0,10.0,1,0
INE443C01010,Roopa Industries Ltd,ROOPAIND,N/A,530991.0,10.0,1,0
INE443D01018,BGIL Films & Technologies Ltd,BGIL,N/A,511664.0,10.0,1,0
INE443E01016,Sri Nachammai Cotton Mills Ltd,SRINACHA,N/A,521234.0,10.0,1,0
INE443P01038,Pervasive Commodities Ltd,PERVASIVE,N/A,517172.0,1.0,1,0
INE444D01016,Natraj Proteins Ltd,NATRAJPR,N/A,530119.0,10.0,1,0
INE444X01014,Mount Housing and Infrastructure Ltd,MOUNT,N/A,542864.0,10.0,1,0
INE445C01015,Xpro India Limited,XPROINDIA,XPROINDIA,590013.0,10.0,1,1
INE445D01013,Nile Ltd,NILE,N/A,530129.0,10.0,1,0
INE446A01025,Atlas Cycles (Haryana) Limited,ATLASCYCLE,ATLASCYCLE,505029.0,5.0,1,1
INE446C01013,Global Offshore Services Ltd,GLOBOFFS,N/A,501848.0,10.0,1,0
INE446D01011,NPR Finance Ltd,NPRFIN,N/A,530127.0,10.0,1,0
INE446E01019,Surya India Ltd,SURYAINDIA,N/A,539253.0,10.0,1,0
INE447A01015,ATV Projects India Ltd,ATVPR,N/A,500028.0,10.0,1,0
INE448B01029,Picturehouse Media Ltd,PICTUREHS,N/A,532355.0,10.0,1,0
INE448D01025,Padam Cotton Yarns Ltd,PADAMCO,N/A,531395.0,1.0,1,0
INE448F01012,Unipro Technologies Ltd,UPROTECH,N/A,540189.0,10.0,1,0
INE448G01010,Nath Bio-Genes (India) Limited,NATHBIOGEN,NATHBIOGEN,537291.0,10.0,1,1
INE449A01011,Automotive Axles Limited,AUTOAXLES,AUTOAXLES,505010.0,10.0,1,1
INE449C01025,Andrew Yule & Company Ltd,ANDREWYU,N/A,526173.0,2.0,1,0
INE449G01018,Agri-Tech (India) Limited,AGRITECH,AGRITECH,537292.0,10.0,1,1
INE450D01021,Pitti Engineering Limited,PITTIENG,PITTIENG,513519.0,5.0,1,1
INE450E01029,Sukhjit Starch & Chemicals Limited,SUKHJITS,SUKHJITS,524542.0,5.0,1,1
INE450G01024,VIP Clothing Limited,VIPCLOTHNG,VIPCLOTHNG,532613.0,2.0,1,1
INE450U01017,ROUTE MOBILE LIMITED,ROUTE,ROUTE,543228.0,10.0,1,1
INE451A01017,FORCE MOTORS LTD,FORCEMOT,FORCEMOT,500033.0,10.0,1,1
INE451C01013,Automobile Corporation of Goa Ltd,ACGL,N/A,505036.0,10.0,1,0
INE451D01029,Rajratan Global Wire Limited,RAJRATAN,RAJRATAN,517522.0,2.0,1,1
INE451F01024,Apollo Sindoori Hotels Limited,N/A,APOLSINHOT,N/A,5.0,0,1
INE451L01014,Mahamaya Steel Industries Limited,MAHASTEEL,MAHASTEEL,513554.0,10.0,1,1
INE451S01027,Growington Ventures India Ltd,GROWINGTON,N/A,539222.0,1.0,1,0
INE452B01013,Relic Technologies Ltd,RELICTEC,N/A,511712.0,10.0,1,0
INE452L01012,INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,INCREDIBLE,538365.0,10.0,1,1
INE452O01016,Future Lifestyle Fashions Limited,FLFL,FLFL,536507.0,2.0,1,1
INE452S01025,Suncare Traders Ltd,SCTL,N/A,539526.0,2.0,1,0
INE452W01019,Deccan Health Care Ltd,DECCAN,N/A,542248.0,10.0,1,0
INE452Z01012,Shreeshay Engineers Ltd,SHREESHAY,N/A,541112.0,10.0,1,0
INE453B01029,Compucom Software Limited,COMPUSOFT,COMPUSOFT,532339.0,2.0,1,1
INE453D01025,Sarla Performance Fibers Limited,SARLAPOLY,SARLAPOLY,526885.0,1.0,1,1
INE453S01015,Kanungo Financiers Ltd,KANUNGO,N/A,540515.0,10.0,1,0
INE454E01013,Abate As Industries Ltd,ABATEAS,N/A,531658.0,10.0,1,0
INE454F01010,7Seas Entertainment Ltd,7SEASL,N/A,540874.0,10.0,1,0
INE454M01024,Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT,NAGAFERT,539917.0,1.0,1,1
INE454P01035,Transrail Lighting Limited,TRANSRAILL,TRANSRAILL,544317.0,2.0,1,1
INE455C01014,Devine Impex Ltd,DEVINE,N/A,531585.0,10.0,1,0
INE455F01025,Jaiprakash Associates Ltd,JPASSOCIAT,N/A,532532.0,2.0,1,0
INE455H01021,Fynx Capital Ltd,FYNX,N/A,507962.0,1.0,1,0
INE455I01029,Kaveri Seed Company Limited,KSCL,KSCL,532899.0,2.0,1,1
INE455K01017,Polycab India Limited,POLYCAB,POLYCAB,542652.0,10.0,1,1
INE456B01014,Indo City Infotech Ltd,INDOCITY,N/A,532100.0,10.0,1,0
INE456D01010,Sri Lakshmi Saraswathi Textiles Arni Ltd,SLSTLQ,N/A,521161.0,10.0,1,0
INE456H01029,Simplex Papers Ltd,SIMPLXPAP,N/A,533019.0,1000.0,1,0
INE456N01019,Comfort Commotrade Ltd,COMCL,N/A,534691.0,10.0,1,0
INE456Z01021,Medi Assist Healthcare Services Limited,MEDIASSIST,MEDIASSIST,544088.0,5.0,1,1
INE457A01014,Bank of Maharashtra,MAHABANK,MAHABANK,532525.0,10.0,1,1
INE457C01010,Dynamic Industries Ltd,DYNAMIND,N/A,524818.0,10.0,1,0
INE457D01018,Stanpacks India Ltd,STANPACK,N/A,530931.0,10.0,1,0
INE457E01016,Vallabh Steels Ltd,VALLABHSQ,N/A,513397.0,10.0,1,0
INE457F01013,Salzer Electronics Limited,SALZERELEC,SALZERELEC,517059.0,10.0,1,1
INE457G01029,Oriental Rail Infrastructure Ltd,ORIRAIL,N/A,531859.0,1.0,1,0
INE457L01029,PG Electroplast Limited,PGEL,PGEL,533581.0,1.0,1,1
INE457N01025,Yamini Investments Company Ltd,YAMNINV,N/A,511012.0,1.0,1,0
INE457P01020,Toyam Sports Ltd,TOYAMSL,N/A,538607.0,1.0,1,0
INE458B01036,Bhagyanagar India Limited,BHAGYANGR,BHAGYANGR,512296.0,2.0,1,1
INE458F01011,The United Nilgiri Tea Estates Company Limited,N/A,UNITEDTEA,N/A,10.0,0,1
INE459A01010,Bannari Amman Sugars Limited,BANARISUG,BANARISUG,500041.0,10.0,1,1
INE459C01016,Fluidomat Ltd,FLUIDOM,N/A,522017.0,10.0,1,0
INE459D01014,Sunraj Diamond Exports Ltd,SUNRAJDI,N/A,523425.0,10.0,1,0
INE459E01012,Softbpo Global Services Ltd,SOFTBPO,N/A,504375.0,10.0,1,0
INE459U01018,Super Fine Knitters Ltd,SKL,N/A,540269.0,10.0,1,0
INE459Z01017,Taylormade Renewables Ltd,TRL,N/A,541228.0,10.0,1,0
INE460C01014,GANESH HOUSING LIMITED,GANESHHOU,GANESHHOU,526367.0,10.0,1,1
INE460D01038,Super Tannery Ltd,SUPTANERY,N/A,523842.0,1.0,1,0
INE460H01021,Star Cement Limited,STARCEMENT,STARCEMENT,540575.0,1.0,1,1
INE461A01024,Baroda Rayon Corporation Ltd,BARODARY,N/A,500270.0,10.0,1,0
INE461B01014,Repro India Limited,REPRO,REPRO,532687.0,10.0,1,1
INE461C01038,Greenply Industries Limited,GREENPLY,GREENPLY,526797.0,1.0,1,1
INE461D01028,HLE Glascoat Limited,HLEGLAS,HLEGLAS,522215.0,2.0,1,1
INE461H01011,Aviva Industries Ltd,AVIVA,N/A,512109.0,10.0,1,0
INE462A01022,Bayer Cropscience Limited,BAYERCROP,BAYERCROP,506285.0,10.0,1,1
INE462D01034,Jamshri Realty Ltd,JAMSHRI,N/A,502901.0,10.0,1,0
INE463A01038,Berger Paints (I) Limited,BERGEPAINT,BERGEPAINT,509480.0,1.0,1,1
INE463B01036,Infronics Systems Ltd,INFRONICS,N/A,537985.0,10.0,1,0
INE463D01016,Tulsyan NEC Ltd,TULSYAN,N/A,513629.0,10.0,1,0
INE463V01026,Anand Rathi Wealth Limited,ANANDRATHI,ANANDRATHI,543415.0,5.0,1,1
INE464A01036,Bharat Bijlee Limited,BBL,BBL,503960.0,5.0,1,1
INE464B01018,Universal Arts Ltd,UNIVARTS,N/A,532378.0,10.0,1,0
